,unique_foods,input_number,avg_daily_food,avg_proportions_diff,Protein_positive_difference,Protein_negative_difference,Protein_none_difference,Calories_positive_difference,Calories_negative_difference,Calories_none_difference,Sodium_positive_difference,Sodium_negative_difference,Sodium_none_difference,Sugar_positive_difference,Sugar_negative_difference,Sugar_none_difference,Fat_positive_difference,Fat_negative_difference,Fat_none_difference,Carbs_positive_difference,Carbs_negative_difference,Carbs_none_difference,Fiber_positive_difference,Fiber_negative_difference,Fiber_none_difference,Protein_avg,Calories_avg,Sodium_avg,Sugar_avg,Fat_avg,Carbs_avg,Fiber_avg
125,131,36,3.638888888888889,43.02777777777778,31,5,0,34,2,0,25,11,0,32,4,0,30,6,0,24,12,0,0,0,36,53.25,864.0,1627.638888888889,24.166666666666668,51.583333333333336,47.111111111111114,0.0
126,37,20,1.85,60.85,20,0,0,20,0,0,0,0,20,20,0,0,19,1,0,20,0,0,20,0,0,17.55,446.45,0.0,20.05,20.6,38.2,9.9
127,190,74,2.5675675675675675,290.0405405405405,70,4,0,73,1,0,71,3,0,74,0,0,71,3,0,74,0,0,0,0,74,39.2972972972973,889.4459459459459,889.4594594594595,16.283783783783782,24.89189189189189,59.310810810810814,0.0
128,188,57,3.2982456140350878,49.333333333333336,54,2,1,53,4,0,41,16,0,48,9,0,42,15,0,54,3,0,0,0,57,55.03508771929825,1286.280701754386,1721.6666666666667,45.3859649122807,52.45614035087719,142.52631578947367,0.0
129,178,26,6.846153846153846,97.53846153846153,25,1,0,23,3,0,8,18,0,0,0,26,18,6,2,23,3,0,26,0,0,103.88461538461539,1792.3846153846155,2887.730769230769,0.0,57.30769230769231,195.92307692307693,19.115384615384617
130,985,152,6.480263157894737,53.96052631578947,105,38,9,132,20,0,0,0,152,0,0,152,80,56,16,93,50,9,93,55,4,110.17763157894737,1730.2302631578948,0.0,0.0,64.28289473684211,181.7828947368421,19.625
131,49,12,4.083333333333333,74.83333333333333,11,1,0,12,0,0,7,5,0,10,2,0,11,1,0,9,3,0,0,0,12,70.58333333333333,1370.5833333333333,1585.1666666666667,58.75,44.083333333333336,159.16666666666666,0.0
132,129,19,6.7894736842105265,58.78947368421053,16,2,1,15,4,0,16,3,0,16,3,0,17,2,0,17,2,0,0,0,19,58.526315789473685,1009.4736842105264,1094.5263157894738,33.05263157894737,34.68421052631579,110.6842105263158,0.0
133,186,76,2.4473684210526314,18.526315789473685,58,17,1,44,32,0,75,1,0,75,1,0,42,33,1,44,30,2,0,0,76,53.9078947368421,1356.9605263157894,693.5921052631579,7.684210526315789,116.30263157894737,23.263157894736842,0.0
134,493,71,6.943661971830986,124.84507042253522,39,30,2,38,33,0,67,4,0,46,21,4,27,44,0,51,19,1,0,0,71,66.69014084507042,1485.5915492957747,945.0281690140845,45.49295774647887,56.23943661971831,153.83098591549296,0.0
135,496,142,3.492957746478873,101.5774647887324,137,5,0,102,40,0,0,0,142,0,0,142,123,18,1,33,108,1,0,0,142,88.04225352112677,1752.5985915492959,0.0,0.0,86.6830985915493,151.9718309859155,0.0
136,319,64,4.984375,62.203125,59,5,0,43,21,0,50,14,0,30,33,1,37,25,2,34,30,0,0,0,64,66.421875,1217.46875,1709.65625,57.015625,43.609375,139.3125,0.0
137,366,60,6.1,46.68333333333333,54,6,0,59,1,0,53,7,0,42,17,1,55,3,2,57,3,0,0,0,60,48.81666666666667,1016.4,1430.9833333333333,49.18333333333333,34.983333333333334,131.48333333333332,0.0
138,29,6,4.833333333333333,118.0,6,0,0,6,0,0,0,0,6,2,4,0,6,0,0,2,4,0,4,1,1,31.666666666666668,637.1666666666666,0.0,40.166666666666664,12.833333333333334,80.83333333333333,19.5
139,41,4,10.25,566.25,4,0,0,3,1,0,1,3,0,3,1,0,1,3,0,0,0,4,4,0,0,79.0,1305.25,3771.0,49.0,47.0,0.0,14.75
140,259,40,6.475,105.6,38,2,0,39,1,0,19,21,0,38,2,0,34,6,0,38,2,0,0,0,40,103.15,1268.75,2494.05,31.95,42.4,115.4,0.0
141,12,5,2.4,16.6,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,29.0,820.6,935.0,49.8,42.8,84.0,0.0
142,344,91,3.78021978021978,48.10989010989011,87,4,0,89,2,0,64,27,0,69,21,1,56,35,0,86,5,0,0,0,91,41.97802197802198,1084.7252747252746,2065.5934065934066,51.175824175824175,46.59340659340659,124.46153846153847,0.0
143,841,171,4.918128654970761,627.9590643274854,141,29,1,86,85,0,49,122,0,0,0,171,101,69,1,142,29,0,169,2,0,82.00584795321637,2401.6198830409357,3515.941520467836,0.0,76.85380116959064,191.42105263157896,12.994152046783626
144,599,161,3.720496894409938,166.6024844720497,161,0,0,136,24,1,0,0,161,57,104,0,105,48,8,108,53,0,161,0,0,34.63354037267081,1081.4906832298136,0.0,47.19875776397515,37.67080745341615,119.32919254658385,8.993788819875776
145,497,64,7.765625,52.140625,52,11,1,59,5,0,53,11,0,50,14,0,55,9,0,56,7,1,0,0,64,71.484375,1230.25,1616.984375,49.90625,41.328125,149.75,0.0
146,110,14,7.857142857142857,97.07142857142857,6,7,1,5,9,0,7,7,0,6,7,1,5,9,0,8,6,0,0,0,14,83.92857142857143,1871.7142857142858,2586.4285714285716,71.14285714285714,76.21428571428571,200.5,0.0
147,94,12,7.833333333333333,36.0,10,2,0,11,1,0,3,9,0,5,7,0,6,6,0,7,5,0,0,0,12,59.25,1546.5833333333333,2651.75,85.25,55.583333333333336,211.33333333333334,0.0
148,36,7,5.142857142857143,399.85714285714283,7,0,0,3,4,0,6,1,0,0,0,7,4,3,0,5,2,0,7,0,0,36.857142857142854,1401.2857142857142,1507.857142857143,0.0,32.285714285714285,140.85714285714286,4.571428571428571
149,113,12,9.416666666666666,386.6666666666667,8,4,0,4,8,0,9,3,0,7,5,0,4,8,0,10,2,0,0,0,12,111.41666666666667,1540.0833333333333,1597.0833333333333,41.666666666666664,68.41666666666667,131.58333333333334,0.0
150,303,67,4.522388059701493,175.16417910447763,53,14,0,56,11,0,60,7,0,50,16,1,46,21,0,61,6,0,0,0,67,57.73134328358209,1289.4179104477612,1208.7910447761194,44.059701492537314,44.16417910447761,125.4776119402985,0.0
151,251,58,4.327586206896552,63.58620689655172,51,7,0,54,4,0,41,17,0,52,6,0,50,8,0,53,5,0,0,0,58,107.08620689655173,1450.551724137931,1555.9137931034484,66.94827586206897,47.41379310344828,145.29310344827587,0.0
152,57,12,4.75,161.5,10,2,0,9,3,0,10,2,0,8,4,0,9,3,0,6,6,0,0,0,12,49.166666666666664,1010.0833333333334,1406.0833333333333,46.416666666666664,44.25,110.08333333333333,0.0
153,762,111,6.864864864864865,56.03603603603604,84,27,0,74,37,0,0,0,111,83,27,1,34,77,0,70,40,1,64,43,4,136.51351351351352,1383.855855855856,0.0,17.38738738738739,50.21621621621622,109.06306306306307,15.684684684684685
154,13,2,6.5,82.0,2,0,0,1,1,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,2,31.5,920.0,977.5,14.5,66.0,29.5,0.0
155,423,118,3.5847457627118646,122.87288135593221,75,41,2,89,29,0,0,0,118,38,77,3,105,12,1,33,84,1,76,40,2,134.84745762711864,2127.1949152542375,0.0,73.17796610169492,61.728813559322035,271.3135593220339,45.45762711864407
156,1180,171,6.900584795321637,73.56140350877193,110,58,3,45,124,2,142,29,0,0,0,171,65,96,10,70,97,4,140,28,3,106.11111111111111,1623.5730994152048,1623.2865497076023,0.0,63.06432748538012,141.68421052631578,17.216374269005847
157,3,2,1.5,10.0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,8.5,325.0,0.0,0.0,16.0,37.0,2.0
158,671,164,4.091463414634147,123.2560975609756,141,20,3,117,46,1,113,51,0,89,74,1,66,96,2,116,48,0,0,0,164,51.86585365853659,1197.810975609756,1889.2134146341464,54.44512195121951,47.84756097560975,136.4451219512195,0.0
159,141,16,8.8125,31.0625,15,1,0,15,1,0,11,5,0,10,6,0,12,3,1,13,3,0,0,0,16,65.0,1336.6875,1779.1875,73.0,47.375,167.4375,0.0
160,138,15,9.2,51.666666666666664,9,6,0,7,8,0,8,7,0,0,0,15,7,8,0,7,8,0,0,0,15,61.333333333333336,1645.0,2275.733333333333,0.0,60.4,214.6,0.0
161,83,10,8.3,173.0,8,2,0,8,2,0,8,2,0,5,5,0,9,1,0,6,4,0,0,0,10,55.2,1523.3,1391.6,78.7,42.7,198.4,0.0
162,64,7,9.142857142857142,63.714285714285715,1,6,0,3,4,0,3,4,0,0,0,7,3,4,0,6,1,0,0,0,7,118.71428571428571,1564.2857142857142,2196.285714285714,0.0,53.42857142857143,151.14285714285714,0.0
163,88,13,6.769230769230769,244.92307692307693,7,6,0,5,8,0,0,0,13,0,0,13,4,8,1,12,1,0,0,0,13,45.76923076923077,1455.076923076923,0.0,0.0,47.53846153846154,150.76923076923077,0.0
164,330,80,4.125,64.025,67,13,0,78,2,0,13,67,0,67,11,2,53,24,3,75,4,1,0,0,80,78.2125,1465.9,3059.7375,51.0,63.45,147.4,0.0
165,52,5,10.4,16.8,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,36.4,732.2,1141.2,17.4,29.4,81.2,0.0
166,104,34,3.0588235294117645,51.76470588235294,29,4,1,27,7,0,31,3,0,29,5,0,27,7,0,28,6,0,0,0,34,45.088235294117645,832.0882352941177,1088.6470588235295,35.76470588235294,28.205882352941178,96.91176470588235,0.0
167,557,130,4.2846153846153845,226.85384615384615,0,0,130,129,1,0,102,28,0,115,13,2,102,25,3,84,44,2,129,1,0,0.0,1020.9923076923077,1657.6692307692308,37.10769230769231,36.47692307692308,116.55384615384615,10.6
168,12,4,3.0,31.25,4,0,0,4,0,0,0,0,4,4,0,0,4,0,0,4,0,0,4,0,0,39.5,1040.25,0.0,38.25,35.5,141.75,10.25
169,92,18,5.111111111111111,127.72222222222223,18,0,0,11,7,0,12,6,0,0,0,18,6,12,0,12,6,0,18,0,0,53.77777777777778,1532.7777777777778,2037.611111111111,0.0,52.72222222222222,186.72222222222223,14.333333333333334
170,266,43,6.186046511627907,173.06976744186048,43,0,0,36,7,0,0,0,43,33,10,0,30,12,1,25,18,0,40,3,0,59.23255813953488,1183.6511627906978,0.0,36.81395348837209,53.604651162790695,84.83720930232558,11.162790697674419
171,187,65,2.876923076923077,68.95384615384616,65,0,0,65,0,0,0,0,65,62,3,0,49,15,1,59,6,0,0,0,65,100.0,927.8153846153846,0.0,26.815384615384616,27.784615384615385,74.53846153846153,0.0
172,954,127,7.511811023622047,699.0314960629921,118,9,0,126,1,0,67,60,0,98,28,1,112,15,0,0,0,127,123,2,2,61.47244094488189,1367.732283464567,2319.299212598425,43.0,48.48031496062992,0.0,13.125984251968504
173,427,105,4.066666666666666,1821.247619047619,94,10,1,43,62,0,18,87,0,0,0,105,0,0,105,0,0,105,0,0,105,71.4,2106.847619047619,3361.4095238095238,0.0,0.0,0.0,0.0
174,384,142,2.704225352112676,55.943661971830984,142,0,0,141,1,0,120,22,0,0,0,142,126,14,2,117,25,0,129,10,3,49.36619718309859,960.0140845070423,1538.661971830986,0.0,29.295774647887324,133.1549295774648,18.218309859154928
175,173,20,8.65,331.75,19,0,1,10,10,0,0,0,20,0,0,20,12,7,1,14,6,0,20,0,0,60.55,1864.6,0.0,0.0,60.65,187.55,14.1
176,53,11,4.818181818181818,16.818181818181817,11,0,0,10,1,0,7,4,0,0,0,11,9,2,0,9,2,0,11,0,0,81.9090909090909,1055.7272727272727,2002.2727272727273,0.0,48.72727272727273,73.54545454545455,11.909090909090908
177,158,24,6.583333333333333,46.125,21,3,0,21,3,0,17,7,0,16,8,0,16,8,0,22,2,0,0,0,24,51.583333333333336,1046.9583333333333,1894.2083333333333,49.541666666666664,39.166666666666664,127.95833333333333,0.0
178,154,17,9.058823529411764,187.64705882352942,16,1,0,8,9,0,15,2,0,5,12,0,4,13,0,10,7,0,0,0,17,51.294117647058826,1514.1764705882354,1255.8823529411766,62.8235294117647,55.94117647058823,159.76470588235293,0.0
179,537,94,5.712765957446808,113.69148936170212,58,33,3,68,26,0,0,0,94,60,34,0,52,40,2,79,15,0,75,13,6,69.54255319148936,1377.276595744681,0.0,49.702127659574465,53.244680851063826,146.36170212765958,17.22340425531915
180,1099,178,6.174157303370786,55.19662921348315,123,53,2,107,70,1,48,130,0,140,35,3,63,111,4,105,68,5,0,0,178,114.45505617977528,1662.9157303370787,2846.6011235955057,50.825842696629216,66.76404494382022,153.1629213483146,0.0
181,31,10,3.1,16.2,10,0,0,10,0,0,8,2,0,8,1,1,8,1,1,9,1,0,0,0,10,17.1,536.7,1092.3,39.0,16.5,83.2,0.0
182,9,2,4.5,63.0,2,0,0,1,1,0,1,1,0,0,2,0,1,0,1,1,1,0,0,0,2,28.5,1325.0,2205.5,145.5,34.0,219.5,0.0
183,36,7,5.142857142857143,66.42857142857143,5,2,0,7,0,0,0,0,7,0,0,7,5,2,0,5,2,0,0,0,7,62.42857142857143,799.4285714285714,0.0,0.0,22.714285714285715,100.85714285714286,0.0
184,121,17,7.117647058823529,113.23529411764706,16,1,0,15,2,0,0,0,17,0,0,17,12,5,0,12,5,0,14,3,0,70.41176470588235,953.9411764705883,0.0,0.0,51.529411764705884,74.76470588235294,15.470588235294118
185,158,47,3.3617021276595747,122.44680851063829,36,11,0,32,15,0,32,15,0,33,14,0,26,20,1,32,15,0,0,0,47,67.7872340425532,1409.0425531914893,1965.063829787234,51.276595744680854,58.297872340425535,151.95744680851064,0.0
186,1,1,1.0,191.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,46.0,479.0,855.0,13.0,0.0,26.0,4.0
187,276,41,6.7317073170731705,33.58536585365854,32,9,0,34,7,0,31,10,0,19,21,1,26,15,0,37,4,0,0,0,41,61.1219512195122,1179.0975609756097,1630.439024390244,58.048780487804876,47.51219512195122,127.5609756097561,0.0
188,349,83,4.204819277108434,70.33734939759036,74,9,0,67,16,0,80,3,0,74,8,1,62,21,0,47,36,0,0,0,83,80.4578313253012,1235.6746987951808,911.7349397590361,25.42168674698795,66.90361445783132,65.81927710843374,0.0
189,543,72,7.541666666666667,208.23611111111111,60,12,0,34,38,0,66,6,0,48,24,0,33,38,1,44,28,0,0,0,72,50.43055555555556,1458.0,1312.4444444444443,45.25,51.208333333333336,164.08333333333334,0.0
190,494,87,5.67816091954023,50.0,82,5,0,73,14,0,58,29,0,49,37,1,43,41,3,63,24,0,0,0,87,52.05747126436781,1198.0229885057472,1839.3908045977012,58.60919540229885,40.827586206896555,153.79310344827587,0.0
191,416,54,7.703703703703703,84.51851851851852,51,2,1,53,1,0,0,0,54,44,10,0,52,2,0,54,0,0,53,1,0,71.75925925925925,1230.7407407407406,0.0,59.75925925925926,38.77777777777778,128.75925925925927,17.87037037037037
192,258,47,5.48936170212766,50.8936170212766,37,9,1,44,3,0,0,0,47,44,3,0,31,15,1,44,3,0,0,0,47,99.25531914893617,1414.2978723404256,0.0,36.744680851063826,51.57446808510638,140.46808510638297,0.0
193,1127,175,6.44,71.98857142857143,141,31,3,164,11,0,97,78,0,0,0,175,148,26,1,110,63,2,86,86,3,73.77142857142857,1315.56,2226.6285714285714,0.0,36.645714285714284,184.16571428571427,28.46857142857143
194,8,1,8.0,16.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,57.0,617.0,1173.0,30.0,25.0,37.0,0.0
195,328,76,4.315789473684211,59.171052631578945,74,2,0,59,17,0,59,17,0,0,0,76,56,20,0,48,28,0,76,0,0,49.0921052631579,1114.7368421052631,1648.9868421052631,0.0,44.88157894736842,117.48684210526316,9.486842105263158
196,99,18,5.5,71.33333333333333,10,8,0,12,6,0,16,2,0,5,13,0,10,8,0,9,9,0,0,0,18,50.77777777777778,1190.5555555555557,1472.0,55.888888888888886,40.0,161.88888888888889,0.0
197,3,1,3.0,3.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,44.0,1228.0,1754.0,65.0,59.0,131.0,0.0
198,533,136,3.9191176470588234,47.02205882352941,105,31,0,70,66,0,71,65,0,109,25,2,78,58,0,46,90,0,0,0,136,78.25735294117646,1525.5514705882354,2273.014705882353,56.38970588235294,70.41176470588235,141.4558823529412,0.0
199,632,97,6.515463917525773,333.17525773195877,57,38,2,57,40,0,73,24,0,79,17,1,56,39,2,79,17,1,0,0,97,70.19587628865979,1541.298969072165,1834.1443298969073,44.97938144329897,46.51546391752577,134.97938144329896,0.0
200,119,72,1.6527777777777777,240.18055555555554,61,11,0,65,7,0,62,10,0,60,12,0,61,11,0,64,8,0,0,0,72,45.22222222222222,992.4583333333334,1135.5,26.5,28.305555555555557,100.84722222222223,0.0
201,137,28,4.892857142857143,31.607142857142858,20,7,1,26,2,0,0,0,28,20,8,0,21,7,0,26,2,0,27,0,1,83.07142857142857,1031.0357142857142,0.0,40.785714285714285,31.642857142857142,108.32142857142857,10.0
202,223,57,3.912280701754386,112.2280701754386,16,39,2,50,7,0,22,35,0,24,31,2,48,7,2,51,6,0,0,0,57,75.24561403508773,1430.5087719298247,2502.5789473684213,63.54385964912281,41.473684210526315,176.33333333333334,0.0
203,389,178,2.1853932584269664,61.853932584269664,158,18,2,104,74,0,0,0,178,132,44,2,71,106,1,90,88,0,145,26,7,101.65168539325843,1807.8988764044943,0.0,26.719101123595507,80.28089887640449,161.56179775280899,13.780898876404494
204,1102,161,6.84472049689441,66.32298136645963,102,59,0,119,42,0,0,0,161,129,30,2,61,92,8,119,41,1,137,16,8,96.06832298136646,1556.44099378882,0.0,49.024844720496894,60.30434782608695,156.95652173913044,20.17391304347826
205,74,65,1.1384615384615384,57.01538461538462,65,0,0,65,0,0,61,4,0,61,4,0,60,5,0,57,8,0,0,0,65,33.63076923076923,817.2153846153847,959.2615384615384,22.2,32.815384615384616,100.29230769230769,0.0
206,550,84,6.5476190476190474,143.54761904761904,82,1,1,57,26,1,42,42,0,72,11,1,54,28,2,53,31,0,0,0,84,57.892857142857146,1213.1309523809523,2368.2976190476193,45.976190476190474,41.226190476190474,128.28571428571428,0.0
207,131,24,5.458333333333333,46.5,22,2,0,21,2,1,0,0,24,0,0,24,17,7,0,17,7,0,22,1,1,69.54166666666667,891.9583333333334,0.0,0.0,35.708333333333336,67.33333333333333,11.916666666666666
208,311,73,4.260273972602739,53.45205479452055,68,5,0,47,26,0,11,62,0,37,34,2,7,66,0,61,11,1,0,0,73,113.98630136986301,2070.4931506849316,3124.5479452054797,79.91780821917808,98.32876712328768,181.6164383561644,0.0
209,1041,172,6.0523255813953485,61.70348837209303,162,10,0,167,5,0,134,38,0,0,0,172,144,27,1,160,12,0,172,0,0,65.71511627906976,1370.5523255813953,1620.2151162790697,0.0,50.26744186046512,169.65697674418604,21.63953488372093
210,542,130,4.1692307692307695,88.29230769230769,101,28,1,63,67,0,72,58,0,74,54,2,56,72,2,62,67,1,0,0,130,50.46923076923077,1339.623076923077,2188.1692307692306,50.02307692307692,48.40769230769231,170.80769230769232,0.0
211,814,179,4.5474860335195535,256.13966480446925,172,7,0,167,12,0,172,7,0,105,72,2,161,18,0,147,31,1,0,0,179,76.1340782122905,2031.877094972067,728.3631284916202,83.32960893854748,56.87709497206704,259.9106145251397,0.0
212,8,2,4.0,265.5,0,0,2,2,0,0,2,0,0,1,1,0,0,0,2,2,0,0,2,0,0,0.0,541.5,663.0,44.0,0.0,69.0,4.5
213,8,1,8.0,260.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,18.0,664.0,654.0,35.0,0.0,83.0,0.0
214,753,98,7.683673469387755,80.27551020408163,85,13,0,75,23,0,62,36,0,85,12,1,38,58,2,78,20,0,0,0,98,70.54081632653062,1331.5408163265306,2114.5408163265306,33.03061224489796,56.265306122448976,131.1530612244898,0.0
215,37,5,7.4,53.4,4,1,0,3,2,0,0,0,5,2,3,0,1,4,0,4,1,0,5,0,0,49.2,1321.6,0.0,51.0,62.6,135.8,10.8
216,242,54,4.481481481481482,54.18518518518518,45,8,1,50,4,0,47,6,1,45,9,0,46,6,2,48,5,1,0,0,54,63.27777777777778,1271.388888888889,1356.6666666666667,46.0,43.425925925925924,148.7962962962963,0.0
217,229,32,7.15625,161.75,32,0,0,22,10,0,21,11,0,8,23,1,28,4,0,2,30,0,0,0,32,88.5625,1547.125,2185.21875,63.9375,50.25,155.40625,0.0
218,918,134,6.850746268656716,69.05970149253731,119,14,1,124,10,0,0,0,134,125,9,0,73,57,4,102,31,1,118,16,0,64.65671641791045,1171.0373134328358,0.0,28.03731343283582,48.75373134328358,113.81343283582089,19.246268656716417
219,55,9,6.111111111111111,19.11111111111111,8,1,0,6,3,0,0,0,9,0,0,9,6,3,0,6,3,0,9,0,0,60.666666666666664,1075.3333333333333,0.0,0.0,76.44444444444444,34.666666666666664,4.222222222222222
220,12,4,3.0,29.0,4,0,0,4,0,0,0,0,4,3,1,0,4,0,0,4,0,0,4,0,0,14.25,385.25,0.0,26.25,15.25,46.5,7.0
221,411,45,9.133333333333333,189.95555555555555,9,36,0,26,19,0,21,24,0,0,0,45,15,30,0,31,14,0,36,9,0,134.55555555555554,2804.511111111111,2905.177777777778,0.0,75.0,407.7111111111111,49.977777777777774
222,176,43,4.093023255813954,60.48837209302326,43,0,0,41,2,0,38,5,0,30,12,1,40,1,2,29,14,0,0,0,43,27.651162790697676,686.3720930232558,1222.8837209302326,35.627906976744185,23.697674418604652,94.34883720930233,0.0
223,124,24,5.166666666666667,30.166666666666668,22,2,0,24,0,0,19,5,0,0,0,24,19,5,0,23,1,0,24,0,0,53.416666666666664,663.2916666666666,1397.25,0.0,23.875,64.79166666666667,12.958333333333334
224,5,1,5.0,20.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,22.0,231.0,695.0,1.0,15.0,7.0,0.0
225,352,59,5.966101694915254,189.91525423728814,40,19,0,25,34,0,35,24,0,0,0,59,12,47,0,33,26,0,58,0,1,101.96610169491525,2072.8813559322034,2388.4576271186443,0.0,93.98305084745763,173.52542372881356,23.847457627118644
226,134,20,6.7,121.2,19,1,0,20,0,0,18,2,0,18,2,0,17,3,0,14,6,0,0,0,20,46.0,940.0,1287.1,42.0,34.6,97.15,0.0
227,367,50,7.34,90.86,46,3,1,38,12,0,21,29,0,0,0,50,33,15,2,20,29,1,44,5,1,73.34,1493.36,2902.9,0.0,50.98,189.14,19.62
228,51,9,5.666666666666667,36.888888888888886,9,0,0,7,2,0,8,1,0,6,3,0,5,4,0,7,2,0,0,0,9,36.0,1057.5555555555557,1834.3333333333333,43.44444444444444,39.55555555555556,140.77777777777777,0.0
229,1009,169,5.970414201183432,108.02958579881657,149,20,0,98,70,1,42,127,0,0,0,169,26,142,1,118,51,0,140,26,3,79.4319526627219,1775.2662721893491,3307.195266272189,0.0,81.84023668639053,186.60355029585799,14.846153846153847
230,142,28,5.071428571428571,129.14285714285714,14,14,0,17,11,0,21,7,0,0,0,28,18,10,0,15,13,0,28,0,0,136.64285714285714,1936.25,3600.535714285714,0.0,123.96428571428571,43.5,7.607142857142857
231,270,49,5.510204081632653,80.38775510204081,46,3,0,44,5,0,46,3,0,40,8,1,47,2,0,34,15,0,0,0,49,53.10204081632653,961.3265306122449,1173.734693877551,51.08163265306123,29.714285714285715,111.0204081632653,0.0
232,796,179,4.446927374301676,220.79329608938548,154,25,0,67,112,0,69,110,0,101,77,1,28,149,2,82,97,0,0,0,179,161.16201117318437,3035.7150837988825,3079.558659217877,97.88826815642459,107.03351955307262,315.0893854748603,0.0
233,97,40,2.425,43.75,37,3,0,37,3,0,31,9,0,0,0,40,36,4,0,38,2,0,0,0,40,27.275,824.75,1290.8,0.0,26.95,112.325,0.0
234,60,16,3.75,94.5625,14,2,0,15,1,0,8,8,0,0,0,16,11,5,0,16,0,0,0,0,16,52.0625,1197.8125,1883.0625,0.0,48.75,121.4375,0.0
235,331,67,4.940298507462686,44.582089552238806,55,10,2,61,6,0,52,15,0,63,4,0,50,14,3,60,7,0,0,0,67,138.55223880597015,1417.7462686567164,1933.1940298507463,30.16417910447761,39.91044776119403,130.56716417910448,0.0
236,596,84,7.095238095238095,207.53571428571428,58,25,1,68,16,0,63,21,0,66,18,0,40,43,1,79,5,0,0,0,84,78.42857142857143,1650.0595238095239,1792.7738095238096,54.095238095238095,64.33333333333333,162.0952380952381,0.0
237,398,70,5.685714285714286,26.87142857142857,57,11,2,67,3,0,0,0,70,59,11,0,62,8,0,62,7,1,60,5,5,91.52857142857142,1443.3857142857144,0.0,12.114285714285714,106.82857142857142,28.014285714285716,6.9
238,5,1,5.0,68.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,36.0,690.0,732.0,70.0,18.0,113.0,0.0
239,181,25,7.24,79.44,23,2,0,25,0,0,0,0,25,24,1,0,15,10,0,21,4,0,16,9,0,35.08,803.16,0.0,27.2,36.92,98.2,17.36
240,246,166,1.4819277108433735,132.6024096385542,154,12,0,90,75,1,73,93,0,0,0,166,60,104,2,58,107,1,129,33,4,83.86746987951807,1665.1265060240964,2475.8493975903616,0.0,65.25903614457832,185.14457831325302,21.271084337349397
241,172,25,6.88,29.92,21,3,1,21,4,0,19,6,0,9,15,1,14,8,3,17,8,0,0,0,25,54.4,1137.2,1619.92,61.64,42.88,137.96,0.0
242,334,62,5.387096774193548,116.45161290322581,37,21,4,43,19,0,56,6,0,31,29,2,32,28,2,51,11,0,0,0,62,63.70967741935484,1196.8064516129032,1313.8387096774193,51.41935483870968,43.54838709677419,128.3548387096774,0.0
243,128,28,4.571428571428571,75.42857142857143,27,1,0,27,1,0,23,5,0,23,5,0,21,6,1,25,3,0,0,0,28,35.607142857142854,890.3571428571429,1392.107142857143,34.785714285714285,33.214285714285715,104.32142857142857,0.0
244,267,51,5.235294117647059,84.96078431372548,41,10,0,49,2,0,39,12,0,51,0,0,51,0,0,16,34,1,0,0,51,97.82352941176471,1606.2156862745098,1898.7058823529412,20.294117647058822,100.7843137254902,60.3921568627451,0.0
245,729,140,5.207142857142857,421.76428571428573,102,38,0,62,78,0,92,48,0,0,0,140,46,92,2,17,123,0,40,100,0,55.69285714285714,1701.35,1935.057142857143,0.0,64.75714285714285,298.98571428571427,40.55
246,25,5,5.0,23.0,4,1,0,5,0,0,4,1,0,5,0,0,4,1,0,5,0,0,0,0,5,34.6,528.2,982.4,22.4,18.8,53.0,0.0
247,115,30,3.8333333333333335,47.46666666666667,30,0,0,21,8,1,0,0,30,24,5,1,19,10,1,8,21,1,15,15,0,60.3,751.5666666666667,0.0,18.733333333333334,27.766666666666666,67.06666666666666,15.066666666666666
248,337,56,6.017857142857143,48.07142857142857,14,41,1,52,4,0,48,8,0,15,41,0,41,14,1,49,7,0,0,0,56,71.21428571428571,1261.0357142857142,1652.892857142857,72.16071428571429,41.42857142857143,158.82142857142858,0.0
